Date,Time,Virtual Memory Committed [MB],Virtual Memory Available [MB],Virtual Memory Load [%],Physical Memory Used [MB],Physical Memory Available [MB],Physical Memory Load [%],Page File Usage [%],Page File Total [MB],Page File Used [MB],Core VIDs (avg) [V],Core 0 VID [V],Core 1 VID [V],Core 2 VID [V],Core 3 VID [V],Uncore VID [V],SA VID [V],Core Clocks (avg) [MHz],Core 0 Clock [MHz],Core 1 Clock [MHz],Core 2 Clock [MHz],Core 3 Clock [MHz],Bus Clock [MHz],Ring/LLC Clock [MHz],Core Effective Clocks (avg) [MHz],Core 0 T0 Effective Clock [MHz],Core 0 T1 Effective Clock [MHz],Core 1 T0 Effective Clock [MHz],Core 1 T1 Effective Clock [MHz],Core 2 T0 Effective Clock [MHz],Core 2 T1 Effective Clock [MHz],Core 3 T0 Effective Clock [MHz],Core 3 T1 Effective Clock [MHz],Average Effective Clock [MHz],Core Usage (avg) [%],Core 0 T0 Usage [%],Core 0 T1 Usage [%],Core 1 T0 Usage [%],Core 1 T1 Usage [%],Core 2 T0 Usage [%],Core 2 T1 Usage [%],Core 3 T0 Usage [%],Core 3 T1 Usage [%],Max CPU/Thread Usage [%],Total CPU Usage [%],On-Demand Clock Modulation [%],Core Utility (avg) [%],Core 0 T0 Utility [%],Core 0 T1 Utility [%],Core 1 T0 Utility [%],Core 1 T1 Utility [%],Core 2 T0 Utility [%],Core 2 T1 Utility [%],Core 3 T0 Utility [%],Core 3 T1 Utility [%],Total CPU Utility [%],Core Ratios (avg) [x],Core 0 Ratio [x],Core 1 Ratio [x],Core 2 Ratio [x],Core 3 Ratio [x],Uncore Ratio [x],Core Temperatures (avg) [°C],Core 0 [°C],Core 1 [°C],Core 2 [°C],Core 3 [°C],Core Distance to TjMAX (avg) [°C],Core 0 Distance to TjMAX [°C],Core 1 Distance to TjMAX [°C],Core 2 Distance to TjMAX [°C],Core 3 Distance to TjMAX [°C],CPU Package [°C],Core Max [°C],Core Thermal Throttling (avg) [Yes/No],Core 0 Thermal Throttling [Yes/No],Core 1 Thermal Throttling [Yes/No],Core 2 Thermal Throttling [Yes/No],Core 3 Thermal Throttling [Yes/No],Core Critical Temperature (avg) [Yes/No],Core 0 Critical Temperature [Yes/No],Core 1 Critical Temperature [Yes/No],Core 2 Critical Temperature [Yes/No],Core 3 Critical Temperature [Yes/No],Core Power Limit Exceeded (avg) [Yes/No],Core 0 Power Limit Exceeded [Yes/No],Core 1 Power Limit Exceeded [Yes/No],Core 2 Power Limit Exceeded [Yes/No],Core 3 Power Limit Exceeded [Yes/No],Package/Ring Thermal Throttling [Yes/No],Package/Ring Critical Temperature [Yes/No],Package/Ring Power Limit Exceeded [Yes/No],CPU Package [°C],CPU IA Cores [°C],CPU GT Cores (Graphics) [°C],VR VCC Current (SVID IOUT) [A],CPU Package Power [W],IA Cores Power [W],GT Cores Power [W],Total System Power [W],System Agent Power [W],Rest-of-Chip Power [W],PCH Power [W],PL1 Power Limit (Static) [W],PL1 Power Limit (Dynamic) [W],PL2 Power Limit (Static) [W],PL2 Power Limit (Dynamic) [W],Current cTDP Level [],Package C2 Residency [%],Package C3 Residency [%],Package C6 Residency [%],Package C7 Residency [%],Package C8 Residency [%],Package C9 Residency [%],Package C10 Residency [%],Core C0 Residency (avg) [%],Core 0 T0 C0 Residency [%],Core 0 T1 C0 Residency [%],Core 1 T0 C0 Residency [%],Core 1 T1 C0 Residency [%],Core 2 T0 C0 Residency [%],Core 2 T1 C0 Residency [%],Core 3 T0 C0 Residency [%],Core 3 T1 C0 Residency [%],Core C7 Residency (avg) [%],Core 0 C7 Residency [%],Core 1 C7 Residency [%],Core 2 C7 Residency [%],Core 3 C7 Residency [%],Memory Clock [MHz],Memory Clock Ratio [x],Tcas [T],Trcd [T],Trp [T],Tras [T],Trc [T],Trfc [T],Command Rate [T],Gear Mode [],IA Limit Reasons (avg) [Yes/No],IA: PROCHOT [Yes/No],IA: Thermal Event [Yes/No],IA: Residency State Regulation [Yes/No],IA: Running Average Thermal Limit [Yes/No],IA: VR Thermal Alert [Yes/No],IA: VR TDC [Yes/No],IA: Electrical Design Point/Other (ICCmax PL4 SVID DDR RAPL) [Yes/No],IA: Package-Level RAPL/PBM PL1 [Yes/No],IA: Package-Level RAPL/PBM PL2 PL3 [Yes/No],IA: Max Turbo Limit [Yes/No],IA: Turbo Attenuation (MCT) [Yes/No],GT Limit Reasons (avg) [Yes/No],GT: PROCHOT [Yes/No],GT: Thermal Event [Yes/No],GT: DDR RAPL [Yes/No],GT: Residency State Regulation [Yes/No],GT: Running Average Thermal Limit [Yes/No],GT: VR Thermal Alert [Yes/No],GT: VR TDC [Yes/No],GT: Max VR Voltage  ICCmax  PL4 [Yes/No],GT: Domain-Level PBM PLGT [Yes/No],GT: Package-Level RAPL/PBM PL1 [Yes/No],GT: Package-Level RAPL/PBM PL2 PL3 [Yes/No],GT: Inefficient Operation [Yes/No],GT: Fuses limit [Yes/No],Ring Limit Reasons (avg) [Yes/No],RING: PROCHOT [Yes/No],RING: Thermal Event [Yes/No],RING: DDR RAPL [Yes/No],RING: Residency State Regulation [Yes/No],RING: Running Average Thermal Limit [Yes/No],RING: VR Thermal Alert [Yes/No],RING: VR TDC [Yes/No],RING: Max VR Voltage  ICCmax  PL4 [Yes/No],RING: Package-Level RAPL/PBM PL1 [Yes/No],RING: Package-Level RAPL/PBM PL2 PL3 [Yes/No],PCH Temperature [°C],Temp0 [°C],Temp1 [°C],Temp2 [°C],Temp3 [°C],Temp4 [°C],Temp5 [°C],Temp6 [°C],Other (Docking) [RPM],Other (Docking) [RPM],AC Adapter Rating [W],Drive Temperature [°C],Drive Remaining Life [%],Drive Available Spare [%],Drive Failure [Yes/No],Drive Warning [Yes/No],Total Host Writes [GB],Total Host Reads [GB],Read Activity [%],Write Activity [%],Total Activity [%],Read Rate [MB/s],Write Rate [MB/s],Read Total [MB],Write Total [MB],GPU Core Temperature [°C],iGPU VID [V],IGPU Power [W],GPU Clock [MHz],GPU Memory Clock [MHz],GPU Total Usage [%],GPU Computing Usage [%],GPU Media Engine Usage [%],GPU D3D Utilizations (avg) [%],GPU D3D Usage [%],GPU Video Decode 0 Usage [%],GPU Video Decode 1 Usage [%],GPU Video Processing 0 Usage [%],GPU Copy Engine Usage [%],GPU Memory Usage [%],GPU Memory Allocated [MB],GPU Memory Available [MB],GPU D3D Memory Dynamic [MB],GPU Throttle Reasons (avg) [Yes/No],Avg. Power (PL1) [Yes/No],Burst Power (PL2) [Yes/No],Current (PL4) [Yes/No],Thermal [Yes/No],Power Supply [Yes/No],Software Limit [Yes/No],Hardware Limit [Yes/No],Battery Voltage [V],Remaining Capacity [Wh],Charge Level [%],Charge Rate [W],Wear Level [%],Framerate Presented (avg) [FPS],Framerate Presented (99%) [FPS],Framerate Presented (1%) [FPS],Framerate Presented (0.1%) [FPS],Framerate Presented (1% low) [FPS],Framerate Presented (0.1% low) [FPS],Framerate Displayed (avg) [FPS],Framerate Displayed (99%) [FPS],Framerate Displayed (1%) [FPS],Framerate Displayed (0.1%) [FPS],Framerate Displayed (1% low) [FPS],Framerate Displayed (0.1% low) [FPS],Frame Time Presented (avg) [ms],Frame Time Presented (99%) [ms],Frame Time Presented (1%) [ms],Frame Time Presented (0.1%) [ms],Frame Time Displayed (1% high) [ms],Frame Time Displayed (0.1% high) [ms],GPU Busy (avg) [ms],GPU Wait (avg) [ms],CPU Busy (avg) [ms],CPU Wait (avg) [ms],Animation Error (avg) [ms],Total DL [MB],Total UP [MB],Current DL rate [KB/s],Current UP rate [KB/s],Total Errors [],Estimated Remaining Time [mins]
1.7.2026,51:01.6,11254,14025,44.5,5992,1922,75.7,5.5,17365,954,0.997,1.01,1.065,0.922,0.99,0.911,0.768,3708.3,3708.3,4098.6,3318,3708.3,97.6,3513.1,340.5,802.8,672.3,509.1,461.9,124.8,85.8,59.5,7.9,340.5,16.5,35,30.5,29.2,26.2,7.3,0,3.8,0,35,16.5,100,15.5,36.1,30.8,23.1,20.7,5.9,4.2,2.7,0.5,15.5,38,38,42,34,38,36,48,51,52,44,45,52,49,48,56,55,52,52,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,48,48,47,5.586,5.644,2.591,0.101,2.863,1.26,0.461,0.492,64,20,64,64,0,26,0,0,0,0,0,0,17.8,36,31.4,29.9,27,7.8,5.7,4,0.5,67.3,40.2,48.8,85.4,94.8,2081.9,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,48,48,43,44,38,40,49,47,4783,5194,Unplugged,46,55,100,No,No,34801,80543,1.8,2.2,4,0.831,0.202,940020,318736,47,0.73,0.101,600,2081,0,0,0,0,0,0,0,0,0,17.6,696,3260,697,No,No,No,No,No,No,No,No,7.966,29.002,98.8,-11.256,43.5,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,548.67,548.67,548.67,548.67,548.67,548.67,0.19,0,548.67,0,15.83,4987,203,0,0,0,154.6
1.7.2026,51:03.5,11274,14005,44.5,6007,1907,75.9,5.5,17365,954,0.97,1.02,0.987,1.007,0.865,0.893,0.713,3537.5,3708.3,3708.3,3708.3,3025.2,97.6,3415.5,389.7,1048.2,793.7,479.2,332.2,209.1,110.1,85.7,59.2,389.7,15.7,31.5,24.8,17.5,12.7,9.4,11.2,2.7,15.5,31.5,15.7,100,17.1,45.6,35,21,14.9,9.1,5,3.7,2.6,17.1,36.2,38,38,38,31,35,48,48,48,49,45,52,52,52,51,55,50,49,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,52,52,47,5.84,7.185,3.69,0.283,3.365,1.346,0.597,0.494,64,20,64,64,0,39.3,0,0,0,0,0,0,13.3,31.5,24.7,17.5,12.4,9.3,4.2,3.4,3.6,74.9,50.8,70.3,86.3,92.3,2081.9,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,47,48,43,44,38,40,49,47,4789,5187,Unplugged,46,55,100,No,No,34801,80543,6.1,0.1,6.1,2.891,0.177,940026,318736,47,0.732,0.101,600,2081,1.3,0.9,0,0.3,1.5,0,0,0,0,17.5,691,3266,691,No,No,No,No,No,No,No,No,7.985,28.994,98.8,-13.622,43.5,31.2,76,5.2,4.4,4.3,4.3,31.2,61.5,5.2,4.4,4.3,4.3,32.06,191.49,13.17,12.37,232.88,232.88,0.8,1.89,32.06,0,24.3,4987,203,5,6.6,0,127.7
1.7.2026,51:05.6,11306,13973,44.7,6044,1870,76.3,5.5,17365,954,0.824,1.02,0.665,0.662,0.95,0.893,0.768,2390.9,3708.3,1171,1171,3513.1,97.6,3415.5,505.3,1144.1,919.1,627.4,538.3,323.3,259.6,132.9,97.5,505.3,20.4,40.6,35.9,27,24.6,15.2,12.4,7.1,0,40.6,20.4,100,22,49.4,40.3,27.4,23.5,14,11.3,5.7,4.3,22,24.5,38,12,12,36,35,48,51,48,46,46,52,49,52,54,54,51,51,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,49,47,47,4.824,7.968,4.574,0.195,3.6,1.382,0.687,0.476,64,21,64,64,0,22.2,0,0,0,0,0,0,20.7,40.6,35.8,26.5,24.1,15.2,12.5,6.4,4.6,63.1,31.3,52.5,76.2,92.2,2081.9,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,48,48,43,43,38,39,49,47,4783,5009,Unplugged,46,55,100,No,No,34801,80544,3.8,2.2,5.9,3.013,0.807,940031,318738,46,0.732,0.283,600,2081,1.5,0.8,0,0.4,2,0,0,0,0,17.5,691,3266,691,No,No,No,No,No,No,No,No,7.969,28.994,98.8,-14.121,43.5,48.2,65.9,16.5,15.1,14.9,14.9,48.2,62,16.8,15.1,14.9,14.9,20.73,60.61,15.18,14.61,66.92,66.92,0.34,0.18,20.73,0,3.71,4987,203,8.7,2,0,123.2
1.7.2026,51:07.6,11310,13969,44.7,6057,1857,76.5,5.5,17365,954,0.835,1.02,0.665,0.665,0.99,0.911,0.771,2439.7,3708.3,1171,1171,3708.3,97.6,3513.1,239.1,753,555.5,296.7,231.3,44.8,24.8,5.9,0.5,239.1,13.4,29,21.7,13.8,10.5,2.9,2.3,1.1,26,29,13.4,100,10.5,33,24.5,12.9,10.2,2,1.1,0.3,0,10.5,25,38,12,12,38,36,49,55,50,44,46,51,45,50,56,54,55,55,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,48,48,47,6.348,5.32,2.1,0.18,2.792,1.298,0.529,0.467,64,21,64,64,0,46.1,0,0,0,0,0,0,9.9,28.6,21.3,14.1,10.7,2.3,1.8,0.4,0,81.7,56.1,76.2,95.5,98.8,2081.9,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,48,48,43,43,38,39,49,47,4720,4325,Unplugged,46,55,100,No,No,34801,80544,3.9,0.7,4.6,0.565,0.64,940033,318739,47,0.73,0.195,600,2081,0.6,0.4,0,0.2,0.8,0,0,0,0,17.5,691,3265,692,No,No,No,No,No,No,No,No,7.968,28.986,98.7,-11.482,43.5,17.6,61.3,3.6,3.4,3.3,3.3,17.6,60.3,3.6,3.4,3.3,3.3,56.85,275.88,16.31,16.26,299.64,299.64,0.35,0.52,56.85,0,55.66,4987,203,5,8.2,0,151.5
1.7.2026,51:09.6,11298,13981,44.6,6040,1875,76.3,5.5,17365,954,0.946,1.02,1.062,0.852,0.847,0.893,0.771,3366.7,3708.3,4098.6,2830,2830,97.6,3415.5,143.5,375.2,318.1,188.5,170.5,55.7,25.1,10.8,3.8,143.5,7.9,21.6,19.1,8.7,9.6,2.8,1.5,0,0,21.6,7.9,100,6.3,16.4,14.2,8.2,7.4,2.4,1.2,0.5,0.2,6.3,34.5,38,42,29,29,35,47,54,47,44,44,53,46,53,56,56,54,54,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,48,47,46,5.332,4.05,1.118,0.075,2.18,1.2,0.419,0.46,64,21,64,64,0,60.6,0,0,0,0,0,0,8.2,21.8,19.5,9,9.9,3,1.8,0.5,0.2,86.4,66.7,84.7,95.6,98.7,2081.9,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,48,48,43,43,38,39,49,47,4731,4393,Unplugged,46,55,100,No,No,34801,80544,1.8,3.1,4.9,0.178,0.441,940033,318740,47,0.732,0.18,600,2081,0.1,0.1,0,0,0.1,0,0,0,0,17.5,691,3265,692,No,No,No,No,No,No,No,No,8.008,28.979,98.7,-8.384,43.5,1.6,60.2,0.5,0.5,0.5,0.5,1.6,60.5,0.5,0.5,0.5,0.5,644.13,1861.36,16.62,16.62,1899,1899,0.46,4.9,644.13,0,1232.83,4987,203,0,0,0,207.4
1.7.2026,51:11.6,11300,13980,44.6,6048,1866,76.4,5.5,17365,954,0.966,1.02,0.987,1.007,0.847,0.893,0.771,3488.7,3708.3,3708.3,3708.3,2830,97.6,3415.5,120.6,344.6,361.7,95.4,78.2,29.1,30.1,19.8,5.6,120.6,6.6,19.9,19.3,4.5,4.1,1.5,1.7,1.5,0.1,19.9,6.6,100,5.3,15.4,15.9,4.2,3.4,1.3,1.3,0.9,0.3,5.3,35.8,38,38,38,29,35,46,53,46,43,44,54,47,54,57,56,53,53,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,48,48,46,7.109,3.839,0.903,0.081,2.172,1.185,0.382,0.46,64,21,64,64,0,63.4,0,0,0,0,0,0,6.6,19.9,19.6,4.6,4.2,1.6,1.9,1,0.4,88.6,68.5,91.4,96.1,98.3,2081.9,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,48,48,43,43,38,39,49,47,4720,4403,Unplugged,46,55,100,No,No,34801,80544,1.2,1.6,2.8,0.255,0.428,940033,318741,47,0.73,0.075,600,2081,0.1,0,0,0,0.1,0,0,0,0,17.5,691,3265,692,No,No,No,No,No,No,No,No,8.004,28.971,98.7,-8.54,43.5,1,28.2,0.5,0.5,0.5,0.5,1,28.2,0.5,0.5,0.5,0.5,957.43,1879.45,35.41,18.47,1898.26,1898.26,0.46,0,957.43,0,1848.47,4987,203,9.5,6.9,0,203.5
1.7.2026,51:13.6,11284,13995,44.6,6040,1874,76.3,5.5,17365,954,0.892,1.02,0.667,1.007,0.875,0.911,0.771,2903.2,3708.3,1171,3708.3,3025.2,97.6,3513.1,116.7,285.5,251,161.3,157.3,35,32.3,8.1,3.1,116.7,7.4,19.7,17.1,8.9,8.9,1.7,1.6,0.4,1,19.7,7.4,100,5.3,12.8,11.3,7.3,7,1.5,1.6,0.4,0.2,5.3,29.8,38,12,38,31,36,46,51,45,44,44,54,49,55,56,56,51,51,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,48,46,45,4.57,3.838,0.9,0.07,2.156,1.202,0.393,0.461,64,22,64,64,0,63.3,0,0,0,0,0,0,7.2,19.4,17.1,8.6,8.8,1.6,1.6,0.3,0.1,87.4,69.7,84.1,96.6,99.3,2081.9,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,47,48,43,43,38,39,49,47,4681,4418,Unplugged,46,55,100,No,No,34801,80544,0.6,2.5,3.1,0.119,0.28,940034,318741,46,0.732,0.081,600,2081,0.1,0.1,0,0,0.1,0,0,0,0,17.5,691,3265,692,No,No,No,No,No,No,No,No,8.015,28.971,98.7,-7.43,43.5,1,27.9,0.5,0.5,0.5,0.5,1,28,0.5,0.5,0.5,0.5,966.13,1896.39,35.87,18.78,1915.37,1915.37,0.49,0,966.13,0,1865.36,4987,203,0,0,0,233.9
1.7.2026,51:15.6,11302,13977,44.7,6056,1858,76.5,5.5,17365,954,0.972,1.105,1.065,0.88,0.84,0.911,0.768,3513.1,4098.6,4098.6,3025.2,2830,97.6,3513.1,201.5,644.9,571.5,189.2,149.8,20,15.1,9.2,12.2,201.5,8.5,25.8,24.6,9,6.9,1.5,0,0,0,25.8,8.5,100,8.8,28.1,25.2,8.3,6.5,0.9,0.7,0.4,0.6,8.8,36,42,42,31,29,36,49,52,52,46,45,51,48,48,54,55,52,52,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,47,47,46,1.016,4.789,1.688,0.143,2.5,1.255,0.476,0.464,64,22,64,64,0,51.9,0,0,0,0,0,0,8.6,25.6,24.4,8.6,6.5,1.1,1.1,0.6,0.4,85,58.9,86.3,96.9,97.9,2081.9,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,48,48,43,43,38,39,49,47,4686,4403,Unplugged,46,55,100,No,No,34801,80544,1.6,3.5,5.1,0.548,0.152,940035,318742,46,0.732,0.07,600,2081,0.1,0.1,0,0,0.1,0,0,0,0,17.5,691,3265,692,No,No,No,No,No,No,No,No,8.014,28.964,98.7,-7.453,43.5,1.6,38.8,0.7,0.7,0.7,0.7,1.6,39.2,0.7,0.7,0.7,0.7,643.97,1429.19,25.74,17.65,1448.85,1448.85,0.33,0,643.97,0,938.73,4987,203,0,0,0,233.2
1.7.2026,51:17.6,11298,13981,44.6,6046,1868,76.3,5.5,17365,954,0.964,1.105,1.062,0.845,0.842,0.911,0.771,3464.3,4098.6,4098.6,2830,2830,97.6,3513.1,130,412.7,399.4,113.5,103.3,9.8,0.2,0.9,0.3,130,6,19.7,18.1,5.8,4.4,0.4,0,0,0,19.7,6,100,5.8,18.2,17.7,5.1,4.5,0.5,0.1,0.2,0.1,5.8,35.5,42,42,29,29,36,48,53,50,44,45,52,47,50,56,55,53,53,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,48,46,45,3.047,3.914,0.877,0.138,2.182,1.23,0.403,0.459,64,22,64,64,0,64.8,0,0,0,0,0,0,6.2,19.9,18.4,6,4.6,0.5,0,0.1,0,89,68.2,89.4,99,99.3,2081.9,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,47,48,43,43,38,39,49,47,4675,4413,Unplugged,46,55,100,No,No,34801,80544,0,1.5,1.5,0,0.009,940035,318742,46,0.732,0.143,600,2081,0.1,0.1,0,0,0.1,0,0,0,0,17.5,691,3265,692,No,No,No,No,No,No,No,No,7.971,28.964,98.7,-12.036,43.5,1.6,58.6,0.5,0.5,0.5,0.5,1.6,58.2,0.5,0.5,0.5,0.5,644.1,1845.25,17.06,16.76,1882.23,1882.23,0.42,0.52,644.1,0,1226.9,4987,203,0,0,0,144.4
1.7.2026,51:19.6,11299,13980,44.6,6053,1861,76.4,5.5,17365,954,0.879,1.02,0.99,0.662,0.842,0.893,0.713,2854.4,3708.3,3708.3,1171,2830,97.6,3415.5,191.8,648.4,554.1,164.5,75.7,55.7,21.2,12.4,2.9,191.8,23.5,25.6,22,7.2,3.2,2.5,45.5,33.6,48.2,48.2,23.5,100,8.5,29.1,24.5,7.1,3.6,2.3,0.9,0.6,0.2,8.5,29.2,38,38,12,29,35,46,52,44,46,42,54,48,56,54,58,52,52,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,48,48,46,8.125,4.825,1.71,0.198,2.453,1.244,0.446,0.462,64,22,64,64,0,55.1,0,0,0,0,0,0,7.8,26.2,22,7,3,2.3,1,1,0.2,86.1,59.4,90.4,96.2,98.5,2081.9,21.33,36,39,39,90,129,598,1,2,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,47,48,43,43,38,39,49,47,4675,4398,Unplugged,46,55,100,No,No,34801,80544,2.4,1,3.4,0.365,0.057,940035,318742,46,0.732,0.198,600,2081,0.3,0.2,0,0.1,0.5,0,0,0,0,17.5,693,3264,693,No,No,No,No,No,No,No,No,7.982,28.956,98.6,-8.724,43.5,20,71.3,3.6,3.4,3.3,3.3,20,62.7,3.6,3.4,3.3,3.3,50,274.12,14.03,13.69,299.75,299.75,0.32,0.16,50,0,92.28,4987,203,0,0,0,199.1
